iter	Logloss
416	0.2323376907
417	0.2323312074
418	0.2323269024
419	0.2323136633
420	0.2323096495
421	0.2322906562
422	0.2322796193
423	0.2322702977
424	0.2322667268
425	0.2322601212
426	0.2322437437
427	0.2322356503
428	0.2322334831
429	0.2322204531
430	0.2322169311
431	0.23221502
432	0.2322111644
433	0.2321964351
434	0.2321854147
435	0.2321833626
436	0.2321712704
437	0.232159692
438	0.2321492146
439	0.2321302648
440	0.2321279023
441	0.2321200669
442	0.2321048887
443	0.232097721
444	0.2320910348
445	0.2320868192
446	0.232083638
447	0.2320670028
448	0.2320554795
449	0.2320458499
450	0.2320387388
451	0.232030123
452	0.2320263099
453	0.2320145002
454	0.2320096353
455	0.231995392
456	0.2319882694
457	0.2319825318
458	0.2319690511
459	0.2319662023
460	0.2319532716
461	0.2319442092
462	0.231934595
463	0.2319307552
464	0.2319184172
465	0.2319078645
466	0.2318981454
467	0.2318864005
468	0.2318778144
469	0.2318675705
470	0.2318613546
471	0.2318548708
472	0.2318451223
473	0.2318292474
474	0.2318259945
475	0.2318105333
476	0.2317977269
477	0.2317957036
478	0.231784904
479	0.2317781793
480	0.2317730866
481	0.2317654127
482	0.2317534605
483	0.2317497484
484	0.2317455442
485	0.2317346112
486	0.2317273698
487	0.231717113
488	0.2317086685
489	0.2316984852
490	0.23169247
491	0.2316864393
492	0.2316746689
493	0.2316655116
494	0.2316582748
495	0.2316552948
496	0.2316522135
497	0.2316502888
498	0.2316356767
499	0.2316308048
500	0.2316228161
501	0.2316121264
502	0.231606863
503	0.2315995398
504	0.2315859587
505	0.2315828515
506	0.2315773782
507	0.2315684569
508	0.2315646864
509	0.2315572884
510	0.2315523439
511	0.2315477385
512	0.2315419708
513	0.2315378274
514	0.2315280738
515	0.2315160799
516	0.2315117165
517	0.2315101869
518	0.2314956902
519	0.2314957319
520	0.2314941969
521	0.2314945421
522	0.2314942709
523	0.2314940755
524	0.2314915625
525	0.2314857397
526	0.2314817087
527	0.2314744374
528	0.231471731
529	0.2314590496
530	0.2314550695
531	0.2314406274
532	0.231432026
533	0.231429109
534	0.2314239157
535	0.2314139765
536	0.2314109882
537	0.2313979472
538	0.2313924404
539	0.2313844295
540	0.2313776424
541	0.2313641995
542	0.2313526983
543	0.231346386
544	0.2313410563
545	0.2313284463
546	0.2313235456
547	0.2313108342
548	0.2313079306
549	0.2313057114
550	0.2313003182
551	0.2312932426
552	0.2312895726
553	0.2312872427
554	0.2312800788
555	0.2312738439
556	0.2312719438
557	0.2312660816
558	0.2312651508
559	0.2312525233
560	0.2312421827
561	0.2312392795
562	0.2312275442
563	0.23122382
564	0.2312093733
565	0.2311995311
566	0.2311863151
567	0.2311756857
568	0.2311724763
569	0.2311655272
570	0.2311546149
571	0.2311307303
572	0.2311094748
573	0.231106138
574	0.2310994376
575	0.2310819816
576	0.2310699909
577	0.2310615548
578	0.2310560188
579	0.2310467514
580	0.2310323258
581	0.2310244362
582	0.2310183361
583	0.231010722
584	0.2309994263
585	0.2309947589
586	0.2309923413
587	0.2309857886
588	0.2309710079
589	0.23096193
590	0.2309485474
591	0.2309413208
592	0.2309355332
593	0.2309328526
594	0.2309223404
595	0.2309155099
596	0.2309119002
597	0.230905956
598	0.2309018232
599	0.230883785
600	0.230872483
601	0.2308683189
602	0.2308632719
603	0.2308601765
604	0.2308548058
605	0.2308468621
606	0.2308408638
607	0.2308297975
608	0.2308236731
609	0.2308136242
610	0.230811879
611	0.2308092316
612	0.2307997066
613	0.230797323
614	0.2307917664
615	0.2307844613
616	0.2307739511
617	0.2307676087
618	0.2307675901
619	0.2307656475
620	0.2307626963
621	0.2307581963
622	0.2307526439
623	0.2307481287
624	0.2307455227
625	0.2307359203
626	0.2307258661
627	0.2307209717
628	0.2307107972
629	0.2307082686
630	0.2306999369
631	0.2306950845
632	0.2306906507
633	0.2306883232
634	0.230683204
635	0.2306744022
636	0.2306660285
637	0.230661567
638	0.2306577965
639	0.2306553148
640	0.2306494914
641	0.2306444296
642	0.230641794
643	0.2306356904
644	0.2306344256
645	0.2306258353
646	0.2306190985
647	0.2306159143
648	0.2306158872
649	0.2306131883
650	0.2306061646
651	0.2305962654
652	0.2305860983
653	0.2305838912
654	0.2305805624
655	0.2305764397
656	0.23056899
657	0.2305667134
658	0.2305653487
659	0.23055805
660	0.2305541799
661	0.2305474774
662	0.2305386478
663	0.2305363876
664	0.2305259376
665	0.2305166129
666	0.2305146981
667	0.230508664
668	0.2305048771
669	0.2304997734
670	0.230496192
671	0.2304897878
672	0.2304784975
673	0.230476696
674	0.2304661709
675	0.2304615425
676	0.2304575399
677	0.2304486122
678	0.2304453734
679	0.2304387191
680	0.2304347075
681	0.2304347357
682	0.2304322725
683	0.2304324922
684	0.2304300965
685	0.2304226264
686	0.2304192814
687	0.2304103205
688	0.230408181
689	0.2303984324
690	0.2303894051
691	0.2303874947
692	0.2303853651
693	0.2303837205
694	0.2303801874
695	0.2303785046
696	0.2303756626
697	0.2303704774
698	0.2303704959
699	0.2303675768
700	0.2303643493
701	0.2303619109
702	0.2303582124
703	0.2303490977
704	0.2303455976
705	0.2303389052
706	0.2303344901
707	0.2303298244
708	0.230329769
709	0.2303270906
710	0.230326892
711	0.230326914
712	0.2303251461
713	0.2303210132
714	0.2303121882
715	0.2303080735
716	0.2303060002
717	0.2303032255
718	0.2302985254
719	0.2302917206
720	0.2302914931
721	0.2302889506
722	0.2302875028
723	0.2302858388
724	0.230283692
725	0.2302836379
726	0.2302805287
727	0.2302731502
728	0.2302596851
729	0.2302577484
730	0.2302548426
731	0.2302538328
732	0.2302513648
733	0.2302491487
734	0.2302429448
735	0.2302411889
736	0.2302411582
737	0.2302396802
738	0.2302341645
739	0.2302322027
740	0.2302295252
741	0.230227034
742	0.2302269627
743	0.2302249932
744	0.2302249479
745	0.2302249599
746	0.2302249597
747	0.2302247917
748	0.2302247305
749	0.2302247293
750	0.2302249019
751	0.2302248629
752	0.2302248697
753	0.2302220322
754	0.2302220558
755	0.2302221017
756	0.2302220677
757	0.2302172461
758	0.2302106378
759	0.2302104468
760	0.2302106009
761	0.2302106042
762	0.2302106158
763	0.2302106005
764	0.2302105345
765	0.2302106546
766	0.230210658
767	0.2302107054
768	0.2302106916
769	0.2302107356
770	0.2302106724
771	0.2302106793
772	0.2302106675
773	0.2302106317
774	0.2302104177
775	0.2302104449
776	0.2302105449
777	0.2302104975
778	0.230210626
779	0.230210621
780	0.2302106939
781	0.2302106241
782	0.2302106766
783	0.2302105938
784	0.2302106581
785	0.2302105584
786	0.2302105448
787	0.230210563
788	0.2302104866
789	0.2302105729
790	0.2302105437
791	0.2302107062
792	0.2302105794
793	0.2302105795
794	0.2302104963
795	0.2302105151
796	0.2302105355
797	0.2302105032
798	0.2302104542
799	0.2302102949
800	0.2302103503
801	0.2302103975
802	0.2302103027
803	0.2302104247
804	0.2302103994
805	0.2302104111
806	0.2302103854
807	0.2302104649
808	0.2302104665
809	0.2302104598
810	0.2302104562
811	0.2302105834
812	0.2302105288
813	0.2302105893
814	0.2302105076
815	0.2302103508
816	0.2302076462
817	0.2301948633
818	0.2301948142
819	0.2301948412
820	0.2301936939
821	0.2301897433
822	0.2301813097
823	0.2301797761
824	0.2301744305
825	0.2301742513
826	0.2301744405
827	0.23017171
828	0.2301703238
829	0.2301667606
830	0.2301666556
831	0.2301666542
832	0.2301664001
833	0.2301663929
834	0.2301663929
835	0.2301663929
836	0.2301663929
837	0.2301663929
838	0.2301663929
839	0.2301663929
840	0.2301663929
841	0.2301663929
842	0.2301663929
843	0.2301663929
844	0.2301663929
845	0.2301663929
846	0.2301663929
847	0.2301663929
848	0.2301663929
849	0.2301663929
850	0.2301663929
851	0.2301663929
852	0.2301663929
853	0.2301663929
854	0.2301664336
855	0.2301664791
856	0.2301664791
857	0.2301664791
858	0.2301664079
859	0.2301664079
860	0.2301664079
861	0.2301664079
862	0.2301664079
863	0.2301664079
864	0.2301664079
865	0.2301664079
866	0.2301664079
867	0.2301664079
868	0.2301664079
869	0.2301664079
870	0.2301664079
871	0.2301664079
872	0.2301664079
873	0.2301664079
874	0.2301664079
875	0.2301664079
876	0.2301664079
877	0.2301664079
878	0.2301664079
879	0.2301664079
880	0.2301664079
881	0.2301664079
882	0.2301664079
883	0.2301664079
884	0.2301664079
885	0.2301664079
886	0.2301664079
887	0.2301664079
888	0.2301664079
889	0.2301664079
890	0.2301664079
891	0.2301664079
892	0.2301664079
893	0.2301664079
894	0.2301664079
895	0.2301664079
896	0.2301664079
897	0.2301664079
898	0.2301664079
899	0.2301664079
900	0.2301664079
901	0.2301664079
902	0.2301664079
903	0.2301664079
904	0.2301664079
905	0.2301664079
906	0.2301664079
907	0.2301664079
908	0.2301664079
909	0.2301664079
910	0.2301664079
911	0.2301664079
912	0.2301664079
913	0.2301664079
914	0.2301664079
915	0.2301664079
916	0.2301664079
917	0.2301664079
918	0.2301664079
919	0.2301664079
920	0.2301664079
921	0.2301664079
922	0.2301664079
923	0.2301664079
924	0.2301664079
925	0.2301664079
926	0.2301664079
927	0.2301664079
928	0.2301664079
929	0.2301664079
930	0.2301664079
931	0.2301664079
932	0.2301664079
933	0.2301664079
934	0.2301664079
935	0.2301664079
936	0.2301664079
937	0.2301664079
938	0.2301664079
939	0.2301664079
940	0.2301664079
941	0.2301664079
942	0.2301664079
943	0.2301664079
944	0.2301664079
945	0.2301663995
946	0.2301663995
947	0.2301663995
948	0.2301663995
949	0.2301663995
950	0.2301663995
951	0.2301663995
952	0.2301663995
953	0.2301663995
954	0.2301663995
955	0.2301663995
956	0.2301663995
957	0.2301663995
958	0.2301663995
959	0.2301663995
960	0.2301663995
961	0.2301663995
962	0.2301663995
963	0.2301663995
964	0.2301663995
965	0.2301663995
966	0.2301663995
967	0.2301663995
968	0.2301663995
969	0.2301663995
970	0.2301663995
971	0.2301663995
972	0.2301663995
973	0.2301663995
974	0.2301663995
975	0.2301663995
976	0.2301663995
977	0.2301663995
978	0.2301663995
979	0.2301663995
980	0.2301663995
981	0.2301663995
982	0.2301663995
983	0.2301663995
984	0.2301663995
985	0.2301663995
986	0.2301663995
987	0.2301663995
988	0.2301663995
989	0.2301663995
990	0.2301663995
991	0.2301663995
992	0.2301663995
993	0.2301663995
994	0.2301663995
995	0.2301663995
996	0.2301663995
997	0.2301663995
998	0.2301663995
999	0.2301663995
